Id,ProductionBudget,DomesticGross,WorldwideGross,DomesticBoxOffice,InternationalBoxOffice,WorldwideBoxOffice,DomesticDVDSales,DomesticBluRaySales,TotalDomesticVideoSales,OpeningWeekend,Legs,InflAdjDomBO,RunningTime
"3,507",15000000,11614954,11614954,11614954,,,,,,3926825,2.96,24647478,97
"3,508",15000000,11156471,11156471,11156471,,,,,,2203865,5.06,25643227,
"3,509",15000000,11114018,67514963,11114018,56400945,67514963,741509,692597,1434106,187318,7.2,14047537,120
"3,510",15000000,10763469,10763469,10763469,,,,,,,4.47,29080247,124
"3,511",15000000,10513979,10513979,10513979,,,,,,3784023,2.78,24105115,91
"3,512",15000000,10494147,10845127,10494147,350980,10845127,,,,4510705,2.33,20988293,96
"3,513",15000000,10411980,14811980,10411980,4400000,14811980,,,,4022693,2.59,18074255,107
"3,514",15000000,9929135,9934484,9929135,5349,9934484,,,,30099,13.91,29542170,132
"3,515",15000000,9579068,9579068,9579068,,,,,,3250883,2.95,24942592,121
"3,516",15000000,9396870,10951153,9396870,1554283,10951153,13165882,,13165882,4143199,2.27,14723583,118
"3,517",15000000,9237470,12262065,9237470,3024595,12262065,,,,3880688,2.38,16514076,118
"3,518",15000000,9176787,19153568,9176787,9976781,19153568,5662082,,5662082,3948863,2.32,14378741,108
"3,519",15000000,8921050,8921050,8921050,,,,,,1196965,7.31,30529812,106
"3,520",15000000,8874389,10055481,8874389,1181092,10055481,2667146,269363,2936509,304933,3.56,11058868,90
"3,521",15000000,8735529,8735529,8735529,,,,,,4104298,2.13,17471049,
"3,522",15000000,8586376,14933713,8586376,6347337,14933713,,,,3815075,2.25,15350095,94
"3,523",15000000,8378141,8667209,8378141,289068,8667209,,,,398662,10.83,15544976,97
"3,524",15000000,8322608,9740481,8322608,1417873,9740481,,,,2692819,3.09,17660960,
"3,525",15000000,8117637,8224998,8117637,107361,8224998,11297598,,11297598,3368197,2.41,13360010,91
"3,526",15000000,7857741,13300181,7857741,5442440,13300181,557809,163026,720835,74177,4.87,10020808,124
"3,527",15000000,7800825,34509748,7800825,26708923,34509748,4917133,,4917133,457227,8.04,11712103,107
"3,528",15000000,7597898,12394562,7597898,4796664,12394562,3308055,1250149,4558204,173915,1.88,10198915,106
"3,529",15000000,7219578,20780568,7219578,13560990,20780568,,,,587591,7.52,13679572,87
"3,530",15000000,6708137,13316627,6708137,6608490,13316627,649838,668741,1318579,3232790,2.08,7937831,97
"3,531",15000000,6409528,8767338,6409528,2357810,8767338,9489331,,9489331,2636048,2.43,9623220,102
"3,532",15000000,6382178,6563402,6382178,181224,6563402,1812312,,1812312,2651996,2.41,9173316,88
"3,533",15000000,5306706,35106706,5306706,29800000,35106706,,,,266162,5.53,7627497,92
"3,534",15000000,5217498,5217498,5217498,,,,,,1505551,3.47,10434986,105
"3,535",15000000,5027684,13454474,5027684,8426790,13454474,6817582,,6817582,23859,4.78,8275698,121
"3,536",15000000,4956401,4956401,4956401,,,,,,2056647,2.41,10517712,120
"3,537",15000000,4604982,65167430,4604982,60562448,65167430,,,,63918,7.55,7212618,158
"3,538",15000000,4444612,4569967,4444612,125355,4569967,3342600,546470,3889070,647797,6.68,6041974,115
"3,539",15000000,4235837,16829464,4235837,12593627,16829464,6954123,,6954123,180660,5.39,7122680,102
"3,540",15000000,4023741,4024147,4023741,406,4024147,,,,1807181,2.23,8538569,92
"3,541",15000000,3703046,15554855,3703046,11851809,15554855,1542761,1070317,2613078,1841007,2.01,4735320,93
"3,542",15000000,3526588,6551310,3526588,3024722,6551310,8691242,,8691242,2074300,1.7,5525666,98
"3,543",15000000,3247816,38535748,3247816,35287932,38535748,,,,160103,7.52,4437307,98
"3,544",15000000,3020665,3386153,3020665,365488,3386153,71800,81858,153658,1470592,2.05,3862722,106
"3,545",15000000,2653031,2733397,2653031,80366,2733397,169488,83605,253093,1198453,2.21,3390914,127
"3,546",15000000,2434652,11173718,2434652,8739066,11173718,3020571,808289,3828860,111734,7.04,3326428,120
"3,547",15000000,2423467,3503761,2423467,1080294,3503761,,,,1402822,1.73,3020222,91
"3,548",15000000,2281585,3393606,2281585,1112021,3393606,,,,93776,12.73,3976990,112
"3,549",15000000,2203641,6379575,2203641,4175934,6379575,,,,34615,6.57,3308522,105
"3,550",15000000,1954202,1954202,1954202,,,,,,1010596,1.93,4146904,111
"3,551",15000000,1953732,1953732,1953732,,,,,,25428,6.84,5676877,98
"3,552",15000000,1872625,99478272,1872625,97605647,99478272,,,,70275,2.36,1904201,114
"3,553",15000000,1658706,1658706,1658706,,,88192,26668,114860,1100000,1.51,1993405,120
"3,554",15000000,1294640,8200127,1294640,6905487,8200127,,,,510958,2.53,1943753,111
"3,555",15000000,1200216,11599903,1200216,10399687,11599903,,,,411544,2.92,1975316,84
"3,556",15000000,824295,1970268,824295,1145973,1970268,,,,43131,6.09,1741574,
"3,557",15000000,673414,1405032,673414,731618,1405032,,,,84660,7.95,1249467,107
"3,558",15000000,632542,11279884,632542,10647342,11279884,66981,146454,213435,47892,8.82,808867,104
"3,559",15000000,529766,529766,529766,,,,,,44108,4.24,1299734,115
"3,560",15000000,528731,528731,528731,,,,,,30920,6.13,701067,128
"3,561",15000000,501752,5953886,501752,5452134,5953886,,,,19795,14.48,870992,110
"3,562",15000000,353743,1768976,353743,1415233,1768976,,,,30977,5.8,632387,98
"3,563",15000000,220944,240025,220944,19081,240025,,,,123087,1.8,394979,83
"3,564",15000000,123570,7885048,123570,7761478,7885048,4978575,878964,5857539,42826,2.89,168826,97
"3,565",15000000,102458,7583050,102458,7480592,7583050,1544461,931719,2476180,26564,3.86,147266,
"3,566",15000000,76382,76382,76382,,,,,,,,186278,93
"3,567",15000000,73548,1590246,73548,1516698,1590246,,,,34394,2.14,110420,100
"3,568",15000000,61847,61847,61847,,,,,,61847,1,82003,103
"3,569",15000000,30680,1148578,30680,1117898,1148578,1519288,746997,2266285,18015,1.7,41697,93
"3,570",15000000,22723,22723,22723,,,,,,15026,1.51,42161,
"3,571",15000000,22441,22441,22441,,,,,,12377,1.81,35154,
"3,572",15000000,4912,513303,4912,508391,513303,170345,67736,238081,1726,2.33,6274,96
"3,573",15000000,0,20898221,,20898221,20898221,822442,205240,1027682,,,,85
"3,574",15000000,0,17224539,,17224539,17224539,89944,,89944,,,,97
"3,575",15000000,0,6775458,,6775458,6775458,140857,190132,330989,,,,110
"3,576",15000000,0,3925769,,3925769,3925769,,,,,,,98
"3,577",15000000,0,3436763,,3436763,3436763,,,,,,,141
"3,578",15000000,0,2013340,,2013340,2013340,,,,,,,119
"3,579",15000000,0,1903062,,1903062,1903062,,,,,,,135
"3,580",15000000,0,909822,,909822,909822,,,,,,,105
"3,581",15000000,0,214182,,214182,214182,615808,616483,1232291,,,,110
"3,582",15000000,0,97518,,97518,97518,436238,213777,650015,,,,99
"3,583",15000000,0,3471,,3471,3471,144453,,144453,,,,101
"3,584",15000000,0,1438,,1438,1438,,,,,,,
"3,585",14600000,71097843,71112677,71097843,14834,71112677,,,,14652108,4.85,184818853,102
"3,586",14500000,184178046,250729678,184178046,66551632,250729678,,,,19680879,6.75,184178046,135
"3,587",14500000,66013057,123580421,66013057,57567364,123580421,13751822,6177304,19929126,12857184,5.13,84415269,115
"3,588",14500000,46338728,147542381,46338728,101203653,147542381,,,,11133231,4.16,112877035,120
"3,589",14500000,7691700,25480031,7691700,17788331,25480031,,,,115708,9.99,10456050,106
"3,590",14500000,0,79226860,,79226860,79226860,50456,62791,113247,,,,101
"3,591",14500000,0,872757,,872757,872757,110340,,110340,,,,95
"3,592",14400000,101157447,159157447,101157447,58000000,159157447,,,,15018007,6.74,262946967,130
"3,593",14200000,74205,543306,74205,469101,543306,,,,15117,4.91,122127,
"3,594",14000000,178406268,432566361,178406268,254160093,432566361,,,,11280591,14.3,455739225,119
"3,595",14000000,156645693,320099997,156645693,163454304,320099997,,,,7602740,14.84,429315548,120
"3,596",14000000,141330703,383825427,141330703,242494724,383825427,34883985,1722788,36606773,360018,11.75,204976332,116
"3,597",14000000,116000000,139700000,116000000,23700000,139700000,,,,2323621,49.92,,165
"3,598",14000000,109306210,239606210,109306210,130300000,239606210,,,,24462976,4.47,286696084,108
"3,599",14000000,70001698,70001698,70001698,,,,,,172021,6.35,179523480,144
"3,600",14000000,68856263,155008909,68856263,86152646,155008909,,,,7046648,8.08,179529495,97
"3,601",14000000,61356221,75525718,61356221,14169497,75525718,33572634,,33572634,21833312,2.81,96136633,116
"3,602",14000000,51545952,102836002,51545952,51290050,102836002,22179250,,22179250,21241456,2.43,74088709,101
"3,603",14000000,49130588,82925064,49130588,33794476,82925064,8041498,1839028,9880526,17732480,2.77,66536144,93
"3,604",14000000,47212904,125212904,47212904,78000000,125212904,,,,6642005,7.11,172130017,
"3,605",14000000,46800000,185400000,46800000,138600000,185400000,,,,1347927,34.72,226234977,125
"3,606",14000000,40713082,49231674,40713082,8518592,49231674,5959194,2564327,8523521,11282333,3.61,47913424,116
"3,607",14000000,38116707,72571864,38116707,34455157,72571864,,,,10515444,3.62,87577766,100
"3,608",14000000,35856053,35856053,35856053,,,,,,93005,7.92,134609019,132
"3,609",14000000,35025791,35579177,35025791,553386,35579177,12536387,1274808,13811195,15583924,2.25,47434426,111
"3,610",14000000,34729091,34729091,34729091,,,,,,5640712,6.16,88926268,104
"3,611",14000000,34700000,34700000,34700000,,,,,,,11.1,93590246,119
"3,612",14000000,33370906,86878073,33370906,53507167,86878073,530916,2990522,3521438,349555,8.44,39242509,108
"3,613",14000000,30628981,30628981,30628981,,,,,,8912743,3.44,64937771,
"3,614",14000000,29959436,115592104,29959436,85632668,115592104,9292790,1970490,11263280,220409,5.53,40573203,105
"3,615",14000000,27450453,27450453,27450453,,,,,,11728455,2.34,71477264,109
"3,616",14000000,27028394,27028394,27028394,,,,,,11807731,2.29,27028394,97
"3,617",14000000,25571351,25608779,25571351,37428,25608779,,,,6201345,4.12,47434576,83
"3,618",14000000,25482931,25873145,25482931,390214,25873145,,,,10007291,2.55,47281576,98
"3,619",14000000,25011000,25011000,25011000,,,,,,,,120905192,102
"3,620",14000000,20255281,21410546,20255281,1155265,21410546,6233528,1127675,7361203,7629862,2.65,27674513,103
"3,621",14000000,19637147,19637147,19637147,,,,,,7045379,2.79,48643489,100
"3,622",14000000,16298046,30443277,16298046,14145231,30443277,10343380,,10343380,5783508,2.82,26823346,83
"3,623",14000000,15549702,15565357,15549702,15655,15565357,,,,4855798,3.2,27798634,86
"3,624",14000000,15515460,22815460,15515460,7300000,22815460,6606445,,6606445,5948555,2.61,22300888,97
"3,625",14000000,15171475,15171475,15171475,,,,,,5679046,2.67,36969018,92
"3,626",14000000,15064948,15064948,15064948,,,,,,4704688,3.2,34626891,
"3,627",14000000,14395874,14395874,14395874,,,,,,1633183,8.81,30548720,
"3,628",14000000,13800000,13800302,13800000,302,13800302,,,,,,66710305,155
"3,629",14000000,13121555,16951798,13121555,3830243,16951798,,,,6649006,1.97,24346016,
"3,630",14000000,13024170,13024170,13024170,,,,,,4209475,3.09,34411894,114
"3,631",14000000,12559771,13205411,12559771,645640,13205411,13845734,,13845734,5674802,2.21,19679407,94
"3,632",14000000,12314651,12826644,12314651,511993,12826644,1434018,819061,2253079,5963324,2.07,15747553,93
"3,633",14000000,12138565,57926850,12138565,45788285,57926850,610564,808898,1419462,6002349,2.02,14285333,120
"3,634",14000000,11242801,20597806,11242801,9355005,20597806,13050025,,13050025,69039,2.31,18489921,116
"3,635",14000000,10397365,10397365,10397365,,,,,,4804595,2.16,19802752,
"3,636",14000000,9409538,11166615,9409538,1757077,11166615,815512,72583,888095,4101017,2.29,12743060,86
"3,637",14000000,6552255,6552255,6552255,,,,,,3024709,2.17,13904184,
"3,638",14000000,5990075,22754472,5990075,16764397,22754472,2610480,,2610480,75721,13.57,9088963,112
"3,639",14000000,5463019,14121177,5463019,8658158,14121177,3702337,,3702337,97953,14.18,8755160,
"3,640",14000000,5108820,12591270,5108820,7482450,12591270,,,,2321729,2.2,10217640,90
"3,641",14000000,4741987,4741987,4741987,,,,,,78709,7.83,10062720,107
"3,642",14000000,4702420,37888043,4702420,33185623,37888043,758771,175401,934172,76224,4.59,6012189,106
"3,643",14000000,4299773,5782198,4299773,1482425,5782198,,,,2026997,2.12,7076563,101
"3,644",14000000,3958546,25187026,3958546,21228480,25187026,445416,377016,822432,108638,15.71,5101225,149
"3,645",14000000,3100650,4288246,3100650,1187596,4288246,,,,1140698,2.72,5905478,84
"3,646",14000000,2656784,20537741,2656784,17880957,20537741,,,,110443,6.19,3818675,96
"3,647",14000000,2461628,2461628,2461628,,,,,,61349,3.77,6100305,139
"3,648",14000000,1755212,4294635,1755212,2539423,4294635,,,,224233,3.65,2398119,90
"3,649",14000000,1000000,1000000,1000000,,,,,,,,4606833,127
"3,650",14000000,403952,1903952,403952,1500000,1903952,,,,39162,9.93,551904,
"3,651",14000000,274299,274299,274299,,,,,,16284,13.54,490371,
"3,652",14000000,266967,266967,266967,,,,,,183088,1.46,400822,
"3,653",14000000,47185,610152,47185,562967,610152,,,,7525,3.59,64141,149
"3,654",14000000,43318,2947737,43318,2904419,2947737,,,,4651,9.31,55388,100
"3,655",14000000,0,11354230,,11354230,11354230,47050,,47050,,,,117
"3,656",14000000,0,150,,150,150,,,,,,,145
"3,657",13900000,83043761,176980863,83043761,93937102,176980863,32569039,,32569039,547425,11.18,137172277,134
"3,658",13800000,0,0,,,,,,,,,,
"3,659",13700000,56598476,57956789,56598476,1358313,57956789,,,,,5.33,140254732,97
"3,660",13700000,0,11738256,,11738256,11738256,,,,,,,100
"3,661",13500000,135265915,202000000,135265915,66734085,202000000,,,,25398367,5.33,345537097,93
"3,662",13500000,85400591,85431454,85400591,30863,85431454,,,,,,,220
"3,663",13500000,53267000,53292989,53267000,25989,53292989,,,,1800000,29.59,,150
"3,664",13500000,30617396,31966740,30617396,1349344,31966740,3435506,4045081,7480587,15181624,2.02,36230028,99
"3,665",13500000,15901849,29027914,15901849,13126065,29027914,,,,211279,9.7,29188370,107
"3,666",13500000,15024049,33035736,15024049,18011687,33035736,6011127,3182452,9193579,4174915,3.6,20346636,109
"3,667",13500000,7060876,11732088,7060876,4671212,11732088,,,,249383,11.47,13767785,
"3,668",13500000,6118683,6118683,6118683,,,,,,520837,2.44,22435164,108
"3,669",13500000,5501940,93631744,5501940,88129804,93631744,,,,18195,9.32,9252862,155
"3,670",13500000,687081,892506,687081,205425,892506,,,,112041,3.62,1308606,105
"3,671",13400000,164247,164247,164247,,,,,,101779,1.61,223275,103
"3,672",13300000,2614251,7229933,2614251,4615682,7229933,1583637,1089660,2673297,133154,6.19,3449395,108
"3,673",13300000,2086345,39686345,2086345,37600000,39686345,,,,55681,9.74,3516414,
"3,674",13200000,52543632,54323210,52543632,1779578,54323210,7286384,1714937,9001321,24250283,2.17,69329295,84
"3,675",13200000,1831718,30360375,1831718,28528657,30360375,33376,36769,70145,272109,6.24,2031027,125
"3,676",13000000,123922370,123922582,123922370,212,123922582,,,,,10.54,325337123,120
"3,677",13000000,106954678,331266710,106954678,224312032,331266710,20362865,9811256,30174121,1443809,12.04,145723102,108
"3,678",13000000,91038276,122244329,91038276,31206053,122244329,,,,27526443,3.31,173390921,112
"3,679",13000000,73013910,99034125,73013910,26020215,99034125,25387782,3260938,28648720,29514054,2.47,99254726,105
"3,680",13000000,69488745,137054597,69488745,67565852,137054597,1658563,1858926,3517489,17374280,4,82227080,97
"3,681",13000000,61705123,73773317,61705123,12068194,73773317,17374563,3917408,21291971,14812393,4.17,76899561,109
"3,682",13000000,60008303,62452927,60008303,2444624,62452927,,,,14331819,3.93,120016597,89
"3,683",13000000,57924679,95638592,57924679,37713913,95638592,,,,17065227,3.39,100552013,114
"3,684",13000000,57300000,57386952,57300000,86952,57386952,,,,,,,202
"3,685",13000000,55121623,118763442,55121623,63641819,118763442,5017578,2753156,7770734,16800868,3.28,68694914,87
"3,686",13000000,53607898,125319714,53607898,71711816,125319714,,,,18309301,2.93,53607898,118
"3,687",13000000,53424681,54125172,53424681,700491,54125172,,,,8008721,6.67,147293619,102
"3,688",13000000,49369899,49369899,49369899,,,,,,12833403,3.85,129490869,93
"3,689",13000000,49121934,49733545,49121934,611611,49733545,23157619,,23157619,17958183,2.74,76967206,118
"3,690",13000000,48637684,50445860,48637684,1808176,50445860,5036896,1566008,6602904,25649011,1.9,64175539,100
"3,691",13000000,46729374,73180297,46729374,26450923,73180297,,,,13845914,3.37,92399962,82
"3,692",13000000,44726644,44726644,44726644,,,,,,7011393,6.38,117312218,100
"3,693",13000000,44137712,54837234,44137712,10699522,54837234,6366428,1772392,8138820,109878,5.7,58211159,102
"3,694",13000000,38934842,42174545,38934842,3239703,42174545,6555202,3475885,10031087,8364199,4.65,51373017,89
"3,695",13000000,38177966,60413950,38177966,22235984,60413950,,,,8330681,4.58,81015441,99
"3,696",13000000,28972187,28972187,28972187,,,,,,9007833,3.22,53755623,88
"3,697",13000000,28009161,43673616,28009161,15664455,43673616,,,,9912713,2.83,28009161,104
"3,698",13000000,27979399,27979399,27979399,,,,,,9202722,3.04,72854560,83
"3,699",13000000,27151490,27151490,27151490,,,,,,5613587,4.84,57616739,95
"3,700",13000000,27066941,27073371,27066941,6430,27073371,,,,10809424,2.5,62213558,91
"3,701",13000000,26904572,34166572,26904572,7262000,34166572,,,,10718520,2.51,68727955,84
"3,702",13000000,26570048,26570048,26570048,,,,,,6601651,4.02,64802062,102
"3,703",13000000,25682380,42195766,25682380,16513386,42195766,6052518,2828140,8880658,8754168,2.93,34053632,93
"3,704",13000000,25593755,57189408,25593755,31595653,57189408,31062270,909666,31971936,8931973,2.87,40084945,126
"3,705",13000000,25440971,38261299,25440971,12820328,38261299,5268190,6045891,11314081,237264,4.76,32533048,110
"3,706",13000000,22858926,32382381,22858926,9523455,32382381,,,,637721,9.78,47944470,
"3,707",13000000,22235901,22391450,22235901,155549,22391450,,,,7720942,2.88,42350351,90
"3,708",13000000,18704596,35402802,18704596,16698206,35402802,2608616,1840374,4448990,113803,4.72,23310467,102
"3,709",13000000,18007317,18733666,18007317,726349,18733666,2758458,1130038,3888496,6154984,2.93,23876859,117
"3,710",13000000,17742948,33069303,17742948,15326355,33069303,15459517,3210713,18670230,228359,8.24,24021279,103
"3,711",13000000,16929123,19929123,16929123,3000000,19929123,,,,4715060,3.59,32243099,99
"3,712",13000000,16757163,16757163,16757163,,,,,,6611532,2.53,38516455,92
"3,713",13000000,14677674,36316727,14677674,21639053,36316727,1519944,1135507,2655451,118298,10.99,18453808,113
"3,714",13000000,14394097,14403891,14394097,9794,14403891,9328706,1705715,11034421,4002226,3.6,18406236,123
"3,715",13000000,13756082,67867998,13756082,54111916,67867998,13677380,,13677380,89097,7.37,21578822,101
"3,716",13000000,12749992,109421911,12749992,96671919,109421911,5151679,1978702,7130381,,16.72,17575475,152
"3,717",13000000,11003643,11141213,11003643,137570,11141213,14425215,,14425215,4454319,2.47,17241165,104
"3,718",13000000,10433915,31259184,10433915,20825269,31259184,489622,283549,773171,1953070,5.34,10681633,115
"3,719",13000000,10020081,10020081,10020081,,,,,,3634236,2.76,23031222,82
"3,720",13000000,8178001,122825618,8178001,114647617,122825618,,,,2822564,2.9,10457743,159
"3,721",13000000,8064972,8064972,8064972,,,,,,2517263,3.2,18537396,
"3,722",13000000,8005586,42446455,8005586,34440869,42446455,293122,135780,428902,3342697,2.39,9976901,91
"3,723",13000000,7881335,7884087,7881335,2752,7884087,,,,2040450,3.86,20823715,93
"3,724",13000000,6276869,6276869,6276869,,,,,,2210267,2.84,13319811,100
"3,725",13000000,5871603,5871603,5871603,,,,,,2408613,2.44,12453703,99
"3,726",13000000,5002310,5002310,5002310,,,,,,2038349,2.45,9527364,84
"3,727",13000000,4919896,8130727,4919896,3210831,8130727,,,,2370809,2.08,9128472,93
"3,728",13000000,4857374,5175088,4857374,317714,5175088,,,,39242,9.96,7610820,120
"3,729",13000000,3703182,12616995,3703182,8913813,12616995,1311390,615285,1926675,80733,6.87,4374330,103
"3,730",13000000,3172382,3260555,3172382,88173,3260555,2815363,,2815363,1659756,1.91,4970680,111
"3,731",13000000,3075255,13176612,3075255,10101357,13176612,,,,900688,3.41,4201677,96
"3,732",13000000,3058380,3058380,3058380,,,,,,31702,13.84,5824962,120
"3,733",13000000,2703296,24001573,2703296,21298277,24001573,,,,78085,7.66,3411148,123
"3,734",13000000,2104439,2104439,2104439,,,,,,967956,2.17,5132541,
"3,735",13000000,2087720,19910624,2087720,17822904,19910624,,,,163773,9.2,2852420,149
"3,736",13000000,2037459,23014027,2037459,20976568,23014027,,,,112712,9.38,2777467,100
"3,737",13000000,1784763,14929184,1784763,13144421,14929184,227550,94608,322158,832271,2.14,2282288,91
"3,738",13000000,1173673,2898225,1173673,1724552,2898225,,,,608804,1.93,1931625,124
"3,739",13000000,1152117,1152117,1152117,,,,,,,,2999955,
"3,740",13000000,1151330,2613717,1151330,1462387,2613717,,,,452966,2.54,1894855,118
"3,741",13000000,1024175,6459183,1024175,5435008,6459183,,,,139506,7.34,1392248,87
"3,742",13000000,656688,17856688,656688,17200000,17856688,,,,357404,1.84,839751,155
"3,743",13000000,622023,1375635,622023,753612,1375635,,,,5009,6.61,1185380,
"3,744",13000000,464495,2394619,464495,1930124,2394619,,,,,5.38,549640,105
"3,745",13000000,303877,509193,303877,205316,509193,,,,18854,6.89,411764,
"3,746",13000000,217277,5453369,217277,5236092,5453369,,,,11083,5,296860,109
"3,747",13000000,197785,3347219,197785,3149434,3347219,,,,21400,9.24,267851,94
"3,748",13000000,0,399198,,399198,399198,,,,,,,110
"3,749",13000000,0,8573,,8573,8573,,,,,,,
"3,750",13000000,0,0,,,,,,,,,,
"3,751",12800000,51872378,69821476,51872378,17949098,69821476,11013905,3852265,14866170,17118745,3.03,68780345,96
"3,752",12700000,1022720,49196532,1022720,48173812,49196532,90015,,90015,31662,3.39,1274552,115
"3,753",12600000,10724389,19054534,10724389,8330145,19054534,2270095,1725966,3996061,4104552,2.61,14150410,107
"3,754",12500000,28436931,33436931,28436931,5000000,33436931,,,,9537123,2.98,52762494,90
"3,755",12500000,26593646,46370970,26593646,19777324,46370970,15467825,5220064,20687889,11416164,2.33,36334540,105
"3,756",12500000,21078145,23367586,21078145,2289441,23367586,,,,210013,5.57,38096164,117
"3,757",12500000,20959585,20959585,20959585,,,,,,,9.65,76851806,100
"3,758",12500000,14060950,16193713,14060950,2132763,16193713,,,,3846780,3.66,26073317,109
"3,759",12500000,12281000,12643293,12281000,362293,12643293,,,,4023420,3.05,31978061,117
"3,760",12500000,11965282,26735797,11965282,14770515,26735797,1689593,487742,2177335,5059802,2.36,17198089,101
"3,761",12500000,10725228,10725650,10725228,422,10725650,,,,2104402,5.1,27860878,100
"3,762",12500000,9046156,44083403,9046156,35037247,44083403,12837748,,12837748,253085,5.33,13569519,91
"3,763",12500000,7000000,21000000,7000000,14000000,21000000,,475472,475472,1617636,4.33,25666663,118
"3,764",12500000,7000000,7000000,7000000,,,,,,2425315,2.89,30063738,
"3,765",12500000,6797696,11826980,6797696,5029284,11826980,6766754,591111,7357865,102351,3.71,9287595,96
"3,766",12500000,5956480,11277119,5956480,5320639,11277119,3924883,,3924883,90418,6.43,9320140,106
"3,767",12500000,4360548,4360548,4360548,,,,,,94936,8.75,5957750,90
"3,768",12500000,4157491,45556774,4157491,41399283,45556774,,,,91612,7.35,8314981,140
"3,769",12500000,2039869,2272186,2039869,232317,2272186,,,,34528,13.04,2781456,108
"3,770",12500000,1612957,1612957,1612957,,,,,,83461,7.47,3719477,132
"3,771",12500000,1212799,1412799,1212799,200000,1412799,,,,41768,6.28,2957903,
"3,772",12500000,1110186,69720496,1110186,68610310,69720496,,,,260135,4.27,1927173,148
"3,773",12500000,1089445,3931367,1089445,2841922,3931367,,,,510000,2.14,1488492,118
"3,774",12500000,677200,4027663,677200,3350463,4027663,3618950,612678,4231628,102706,6.59,917109,107
"3,775",12500000,292562,9376444,292562,9083882,9376444,357585,313041,670626,,7.4,386905,
"3,776",12500000,10011,1100287,10011,1090276,1100287,,,,10011,1,13550,108
"3,777",12500000,0,8912003,,8912003,8912003,,,,,,,
"3,778",12500000,0,3350943,,3350943,3350943,,,,,,,91
"3,779",12300000,48578636,82458636,48578636,33880000,82458636,,,,7526025,5.99,127424343,69
"3,780",12000000,273661595,484351938,273661595,210690343,484351938,,19142643,19142643,7790627,35.13,,124
"3,781",12000000,231020723,428887855,231020723,197867132,428887855,,,,,28.26,,121
"3,782",12000000,124872350,307166834,124872350,182294484,307166834,27019764,17969910,44989674,48002523,2.6,164764247,125
"3,783",12000000,101800948,234723148,101800948,132922200,234723148,,,,18709680,5.44,216026414,95
"3,784",12000000,95159005,181796517,95159005,86637512,181796517,1953945,1707880,3661825,30429860,3.13,95159005,102
"3,785",12000000,91547205,113373764,91547205,21826559,113373764,17159284,2695784,19855068,33636303,2.72,123979756,122
"3,786",12000000,91386097,100913556,91386097,9527459,100913556,33865504,11436161,45301665,22522221,4.06,120580423,100
"3,787",12000000,79817937,79817937,79817937,,,,,,11549711,6.91,228160975,93
"3,788",12000000,78912963,95800000,78912963,16887037,95800000,,266374,266374,14347221,5.5,289347522,113
"3,789",12000000,75781642,77063461,75781642,1281819,77063461,,,,20627433,3.67,140569486,102
"3,790",12000000,74433837,74433837,74433837,,,,,,6227804,11.95,254729125,114
"3,791",12000000,72217396,107217396,72217396,35000000,107217396,,,,12115105,5.96,190809687,86
"3,792",12000000,70012847,82497035,70012847,12484188,82497035,28073396,16074093,44147489,24476632,2.86,94816385,101
"3,793",12000000,65532576,65532576,65532576,,,,310311,310311,4539990,10.09,198997506,112
"3,794",12000000,65328121,110989157,65328121,45661036,110989157,51895652,,51895652,20659573,3.16,107517111,103
"3,795",12000000,64575175,123681790,64575175,59106615,123681790,8378884,7818225,16197109,22004098,2.93,87452308,106
"3,796",12000000,63118386,63118386,63118386,,,,,,20114233,3.14,153134428,81
"3,797",12000000,62500000,62500000,62500000,,,,,,,,,172
"3,798",12000000,54731865,103028188,54731865,48296323,103028188,17344657,5976129,23320786,21051363,2.6,74121792,87
"3,799",12000000,54513740,161158351,54513740,106644611,161158351,2458084,3529911,5987995,322168,12.38,64953219,115
"3,800",12000000,51739495,149117900,51739495,97378405,149117900,2737360,1350685,4088045,123360,12.31,62415489,120
"3,801",12000000,50316123,91244913,50316123,40928790,91244913,3637858,2184388,5822246,14711101,3.42,59539827,112
"3,802",12000000,39673162,74727492,39673162,35054330,74727492,,,,9292248,4.27,92550655,155
"3,803",12000000,39012241,39012241,39012241,,,,,,341768,8.71,129159470,137
"3,804",12000000,38108728,43353117,38108728,5244389,43353117,25227907,,25227907,14908404,2.56,57216165,102
"3,805",12000000,37709979,98963392,37709979,61253413,98963392,6789606,1513641,8303247,128435,10.26,49884008,97
"3,806",12000000,37400000,37400000,37400000,,,,1502042,1502042,6507356,5.75,144223216,110
"3,807",12000000,37188667,57000000,37188667,19811333,57000000,,,,14527187,2.56,69000656,94
"3,808",12000000,32000304,85450484,32000304,53450180,85450484,4493768,4119267,8613035,12650140,2.53,40920912,109
"3,809",12000000,31691811,41924774,31691811,10232963,41924774,15224827,,15224827,14211321,2.23,47581853,89
"3,810",12000000,31597131,52223306,31597131,20626175,52223306,,,,321515,3.95,58625995,96
"3,811",12000000,31418697,57577765,31418697,26159068,57577765,12711042,,12711042,12425776,2.53,47171803,97
"3,812",12000000,31203964,31286759,31203964,82795,31286759,,,,9375307,3.33,54167258,97
"3,813",12000000,31155435,31222395,31155435,66960,31222395,,,,7102260,4.39,58991416,94
"3,814",12000000,30000000,60000000,30000000,30000000,60000000,,,,,107.18,,197
