Id,ProductionBudget,DomesticGross,WorldwideGross,DomesticBoxOffice,InternationalBoxOffice,WorldwideBoxOffice,DomesticDVDSales,DomesticBluRaySales,TotalDomesticVideoSales,OpeningWeekend,Legs,InflAdjDomBO,RunningTime
"4,417",8000000,15070285,34270285,15070285,19200000,34270285,,,,4961015,3.04,30140567,101
"4,418",8000000,15032800,18828036,15032800,3795236,18828036,46000577,,46000577,4581233,3.28,24740995,
"4,419",8000000,14018296,16585503,14018296,2567207,16585503,,,,151642,4.8,26009844,93
"4,420",8000000,12671300,12740705,12671300,69405,12740705,,,,,9.33,20854438,
"4,421",8000000,10273187,10629320,10273187,356133,10629320,26609025,5213613,31822638,546687,7.9,14743590,90
"4,422",8000000,10130219,10763183,10130219,632964,10763183,1581036,630552,2211588,4712638,2.15,13770965,103
"4,423",8000000,8864699,8864699,8864699,,,,,,2358988,3.76,23421922,110
"4,424",8000000,8279017,8279017,8279017,,,,,,108189,4.38,15782481,92
"4,425",8000000,6758416,9266180,6758416,2507764,9266180,664709,455360,1120069,196496,5.42,8642434,105
"4,426",8000000,6363628,6632950,6363628,269322,6632950,,,,2013406,3.16,8694534,100
"4,427",8000000,5696391,5696391,5696391,,,,,,1837768,3.1,19494315,128
"4,428",8000000,5656388,5656388,5656388,,,,,,2319236,2.44,13795436,
"4,429",8000000,5018450,10192613,5018450,5174163,10192613,,,,2008191,2.5,10036891,
"4,430",8000000,4714090,4714090,4714090,,,,,,1911007,2.47,9428177,89
"4,431",8000000,3915251,7298786,3915251,3383535,7298786,266826,632298,899124,2012709,1.95,4879351,120
"4,432",8000000,3759286,5706168,3759286,1946882,5706168,,,,135222,4.94,4691833,96
"4,433",8000000,3647381,19891331,3647381,16243950,19891331,,,,57010,9.64,6010184,118
"4,434",8000000,3205706,20005613,3205706,16799907,20005613,,,,111869,7.23,4358947,129
"4,435",8000000,3076425,42376425,3076425,39300000,42376425,,,,139571,8.82,5708064,111
"4,436",8000000,2275557,2275557,2275557,,,,84337,84337,,,5826719,78
"4,437",8000000,1793359,2256606,1793359,463247,2256606,,,,167364,3.39,4122046,104
"4,438",8000000,1453012,1472028,1453012,19016,1472028,,,,201951,3.62,1453012,86
"4,439",8000000,1400603,1400603,1400603,,,,9745,9745,703663,1.99,1648305,107
"4,440",8000000,1335672,15752575,1335672,14416903,15752575,,109696,109696,,11.05,1763403,130
"4,441",8000000,1163056,2985001,1163056,1821945,2985001,,,,46975,4.78,1376261,121
"4,442",8000000,1095369,15644196,1095369,14548827,15644196,,,,37563,11.48,1492426,113
"4,443",8000000,1071240,2476491,1071240,1405251,2476491,,,,39210,10.25,1608344,92
"4,444",8000000,855894,864907,855894,9013,864907,1170559,206248,1376807,,3.52,1005063,132
"4,445",8000000,690290,3582797,690290,2892507,3582797,,,,39826,12.22,943131,75
"4,446",8000000,685780,685780,685780,,,454967,245287,700254,338551,2.03,854638,104
"4,447",8000000,590817,590817,590817,,,,,,311253,1.9,1387580,106
"4,448",8000000,589308,589308,589308,,,,64895,64895,360772,1.63,2016733,98
"4,449",8000000,568932,973443,568932,404511,973443,,,,22806,7.49,936340,
"4,450",8000000,458232,458232,458232,,,,,,41811,7.78,717980,
"4,451",8000000,448009,1265119,448009,817110,1265119,,,,47180,2.15,526086,103
"4,452",8000000,336456,524747,336456,188291,524747,,,,28324,5.92,601007,108
"4,453",8000000,309768,10245743,309768,9935975,10245743,,,,28472,5.65,372266,66
"4,454",8000000,298110,456814,298110,158704,456814,,,,10203,28.82,467087,
"4,455",8000000,252676,433732,252676,181056,433732,,,,168575,1.5,298994,118
"4,456",8000000,163753,2772511,163753,2608758,2772511,,,,15467,4.89,222596,95
"4,457",8000000,146083,146083,146083,,,,,,20921,4.19,335765,
"4,458",8000000,127188,127188,127188,,,,,,48120,2.64,199279,
"4,459",8000000,109338,5314194,109338,5204856,5314194,,,,23174,4.72,149378,96
"4,460",8000000,109045,3270974,109045,3161929,3270974,,,,54244,2.01,163716,
"4,461",8000000,100915,2721534,100915,2620619,2721534,,,,8956,6.07,136658,128
"4,462",8000000,82703,17025444,82703,16942741,17025444,,,,35070,1.71,103068,103
"4,463",8000000,54702,143782,54702,89080,143782,,,,20774,2.63,90024,107
"4,464",8000000,53086,531139,53086,478053,531139,115144,58188,173332,2116,25.09,67882,97
"4,465",8000000,36884,3587191,36884,3550307,3587191,,,,36884,1,50138,98
"4,466",8000000,23106,446438,23106,423332,446438,,,,8222,2.81,38722,
"4,467",8000000,19585,2196117,19585,2176532,2196117,,,,19585,1,37299,124
"4,468",8000000,0,48000000,,48000000,48000000,,,,,,,133
"4,469",8000000,0,21970000,,21970000,21970000,,,,,,,114
"4,470",8000000,0,4604656,,4604656,4604656,20903,,20903,,,,89
"4,471",8000000,0,414617,,414617,414617,1465852,,1465852,,,,
"4,472",8000000,0,343773,,343773,343773,29707,34934,64641,,,,90
"4,473",8000000,0,242788,,242788,242788,,,,,,,118
"4,474",8000000,0,44197,,44197,44197,71874,35485,107359,,,,
"4,475",8000000,0,0,,,,,,,,,,
"4,476",8000000,0,0,,,,12521454,,12521454,,,,
"4,477",8000000,0,0,,,,46126,,46126,,,,
"4,478",8000000,0,0,,,,,,,,,,110
"4,479",8000000,0,0,,,,286729,40954,327683,,,,106
"4,480",8000000,0,0,,,,,,,,,,102
"4,481",8000000,0,0,,,,,,,,,,87
"4,482",7900000,672243,3129471,672243,2457228,3129471,,,,51907,5.53,1106373,
"4,483",7800000,10130108,24021282,10130108,13891174,24021282,,,,286950,10.04,18109872,102
"4,484",7800000,0,61925449,,61925449,61925449,,,,,,,133
"4,485",7793000,0,12196,,12196,12196,,,,,,,
"4,486",7700000,882290,882290,882290,,,,,,,,2253807,
"4,487",7700000,5336,1136918,5336,1131582,1136918,,,,,,6813,110
"4,488",7600000,103770,3396089,103770,3292319,3396089,24404,,24404,11653,5.2,122784,127
"4,489",7500000,106593296,106593296,106593296,,,,,,,10.84,272968066,99
"4,490",7500000,43492389,43492389,43492389,,,,,,11197897,3.88,102130927,114
"4,491",7500000,32425665,34515303,32425665,2089638,34515303,16232392,4113749,20346141,834501,8.67,46606489,95
"4,492",7500000,32281907,36238752,32281907,3956845,36238752,,,,9858380,3.27,78732786,106
"4,493",7500000,24793509,40016662,24793509,15223153,40016662,16741162,,16741162,262923,5.52,40805189,92
"4,494",7500000,17544812,33606409,17544812,16061597,33606409,16826693,,16826693,8203391,2.14,27490272,94
"4,495",7500000,12574914,29652736,12574914,17077822,29652736,3203448,,3203448,159017,13.8,17741023,95
"4,496",7500000,10823158,10849158,10823158,26000,10849158,,,,4340108,2.49,15556478,92
"4,497",7500000,10465659,11843260,10465659,1377601,11843260,,,,63303,3.7,18731069,105
"4,498",7500000,10284523,11758418,10284523,1473895,11758418,11087324,,11087324,229685,4.08,17288436,104
"4,499",7500000,5142858,5142858,5142858,,,,,,1075800,4.78,16499997,110
"4,500",7500000,4239767,4239767,4239767,,,,,,,6.43,7866554,102
"4,501",7500000,4151836,4151836,4151836,,,15102182,,15102182,2116692,1.96,6233535,97
"4,502",7500000,3347647,3347647,3347647,,,,,,251145,10.25,5692724,118
"4,503",7500000,3014696,8539003,3014696,5524307,8539003,,,,,4.33,4082709,113
"4,504",7500000,1333124,3559803,1333124,2226679,3559803,,,,589014,2.26,1661392,117
"4,505",7500000,533344,555335,533344,21991,555335,,,,30783,8.98,953469,112
"4,506",7500000,231346,8824873,231346,8593527,8824873,28750,51319,80069,52625,4.4,273747,107
"4,507",7500000,206400,206400,206400,,,,,,23929,8.63,381558,
"4,508",7500000,197148,1788324,197148,1591176,1788324,,,,20170,3.63,342222,
"4,509",7500000,5782,38354,5782,32572,38354,97988,,97988,,,5782,96
"4,510",7500000,0,10834406,,10834406,10834406,,,,,,,102
"4,511",7500000,0,13524,,13524,13524,6571,,6571,,,,101
"4,512",7500000,0,17,,17,17,,,,,,,88
"4,513",7500000,0,0,,,,90058,54247,144305,,,,104
"4,514",7500000,0,0,,,,,,,,,,95
"4,515",7400000,22395806,31187727,22395806,8791921,31187727,1243564,784283,2027847,13501349,1.66,26914911,96
"4,516",7400000,872643,9443864,872643,8571221,9443864,,,,425102,2.05,1367303,
"4,517",7303082,55334418,101173038,55334418,45838620,101173038,,,,9107071,6.08,93058501,112
"4,518",7300000,4443403,25397187,4443403,20953784,25397187,,,,88826,10.81,6691814,95
"4,519",7300000,1818681,12023606,1818681,10204925,12023606,,,,173353,10.49,2484833,103
"4,520",7300000,0,3364513,,3364513,3364513,,,,,,,96
"4,521",7250000,0,35122948,,35122948,35122948,,,,,,,107
"4,522",7200000,43800000,115999985,43800000,72199985,115999985,,,,,,,120
"4,523",7200000,12610552,12678312,12610552,67760,12678312,,,,2354362,5.36,26719362,100
"4,524",7200000,59774,295492,59774,235718,295492,,,,9821,6.09,81249,119
"4,525",7100000,130541,448641,130541,318100,448641,71959,19948,91907,12434,2.86,166928,108
"4,526",7000000,143495265,231450102,143495265,87954837,231450102,59547757,,59547757,413869,9.05,217503026,96
"4,527",7000000,136479994,270007394,136479994,133527400,270007394,,,,302393,25.93,,175
"4,528",7000000,113721571,170549753,113721571,56828182,170549753,37918129,8873371,46791500,39127170,2.91,154009861,109
"4,529",7000000,90463574,201463574,90463574,111000000,201463574,,,,4076124,19.39,309586443,95
"4,530",7000000,83482352,85783567,83482352,2301215,85783567,18951715,9998163,28949878,17108914,4.88,98785915,110
"4,531",7000000,79700000,79700000,79700000,,,,,,,,,121
"4,532",7000000,64914050,139011965,64914050,74097915,139011965,6795135,6746894,13542029,28205665,2.3,76228043,124
"4,533",7000000,45729221,92554209,45729221,46824988,92554209,2452143,1340187,3792330,13190286,3.47,53816703,116
"4,534",7000000,40940662,40940662,40940662,,,,,,99184,9.01,124321212,86
"4,535",7000000,40157856,40212480,40157856,54624,40212480,,,,,16.41,105382941,121
"4,536",7000000,37295394,38158601,37295394,863207,38158601,7850008,1587531,9437539,15215487,2.45,50699159,107
"4,537",7000000,35400000,161800000,35400000,126400000,161800000,,,,,,,121
"4,538",7000000,34099640,35795319,34099640,1695679,35795319,,,,56943,5.66,68199271,95
"4,539",7000000,32539681,47289758,32539681,14750077,47289758,,,,12024917,2.71,58172092,86
"4,540",7000000,32241649,55617866,32241649,23376217,55617866,13992148,,13992148,9764270,3.3,48407374,111
"4,541",7000000,31501218,56586901,31501218,25085683,56586901,22076138,,22076138,421446,10.27,52692241,100
"4,542",7000000,28750530,49924079,28750530,21173549,49924079,17057479,,17057479,324857,12.55,47746259,114
"4,543",7000000,26533200,26533200,26533200,,,,4938161,4938161,,,,144
"4,544",7000000,26441782,48518957,26441782,22077175,48518957,1018563,826710,1845273,12310420,2.15,31050367,110
"4,545",7000000,26024456,57051053,26024456,31026597,57051053,23402505,,23402505,8911330,2.92,42831085,100
"4,546",7000000,25532388,25532388,25532388,,,,,,7910446,3.23,63273361,105
"4,547",7000000,25000000,25000076,25000000,76,25000076,,,,,,,119
"4,548",7000000,24801212,36964656,24801212,12163444,36964656,2079857,1491528,3571385,446380,5.44,29805697,101
"4,549",7000000,24567751,51203507,24567751,26635756,51203507,,,,730265,8.73,59870578,95
"4,550",7000000,23247539,23393939,23247539,146400,23393939,,,,7562284,3.07,44277114,94
"4,551",7000000,21000000,97600000,21000000,76600000,97600000,,,,,,,125
"4,552",7000000,20257000,20274718,20257000,17718,20274718,,,,5424783,3.73,52907572,96
"4,553",7000000,19910002,19910002,19910002,,,,,,4384369,4.54,68136445,97
"4,554",7000000,18642318,19276267,18642318,633949,19276267,,,,578141,26.56,36874963,46
"4,555",7000000,17506470,18190831,17506470,684361,18190831,1293292,1089451,2382743,6100010,2.87,17506470,103
"4,556",7000000,17259427,33183640,17259427,15924213,33183640,1517434,3168205,4685639,7845658,2.2,20311848,90
"4,557",7000000,17044981,20940428,17044981,3895447,20940428,,,,7067335,2.41,28665346,
"4,558",7000000,15821461,36146087,15821461,20324626,36146087,2583034,1422894,4005928,8308220,1.9,20875804,89
"4,559",7000000,14853474,16149180,14853474,1295706,16149180,,,,164458,4.92,36226341,
"4,560",7000000,14618727,14618727,14618727,,,2223102,540666,2763768,6200284,2.36,19286638,116
"4,561",7000000,14231669,14231669,14231669,,,,383889,383889,4515541,3.15,36968037,86
"4,562",7000000,14026509,15471229,14026509,1444720,15471229,,,,4220297,3.32,29764906,104
"4,563",7000000,12634962,17005466,12634962,4370504,17005466,,,,3460666,3.65,22587873,89
"4,564",7000000,10803211,10803211,10803211,,,,,,4013563,2.69,32805243,95
"4,565",7000000,10199354,13860078,10199354,3660724,13860078,,,,5683280,1.79,18233669,90
"4,566",7000000,9228788,30360570,9228788,21131782,30360570,5334052,1279469,6613521,251337,8.44,13262117,105
"4,567",7000000,9176933,10828305,9176933,1651372,10828305,3646108,1272563,4918671,88182,5.6,12537851,100
"4,568",7000000,9176000,28142379,9176000,18966379,28142379,4165413,1114431,5279844,217332,10.88,12660064,100
"4,569",7000000,8824553,8824553,8824553,,,,,,,12.29,22595883,103
"4,570",7000000,8373585,8373585,8373585,,,,,,401211,20.87,21962827,163
"4,571",7000000,7468936,10062896,7468936,2593960,10062896,,,,181716,5.83,10204704,92
"4,572",7000000,7309628,7824358,7309628,514730,7824358,,,,3370662,2.17,15511374,96
"4,573",7000000,6601079,25269040,6601079,18667961,25269040,,,,385848,7.71,11101341,
"4,574",7000000,6199600,16866928,6199600,10667328,16866928,,,,88352,14.27,11197111,93
"4,575",7000000,5694308,5694308,5694308,,,,,,2756661,2.07,8922186,93
"4,576",7000000,5664763,9353729,5664763,3688966,9353729,346622,,346622,111200,4.09,6815752,118
"4,577",7000000,5430822,5430822,5430822,,,,103629,103629,2224485,2.44,14107042,90
"4,578",7000000,5017971,5017971,5017971,,,,,,,14.06,12848865,117
"4,579",7000000,4720371,4720371,4720371,,,,,,55765,6.85,8790702,113
"4,580",7000000,4372561,4372561,4372561,,,,,,1912421,2.29,11169708,91
"4,581",7000000,3571624,3571624,3571624,,,,,,1867969,1.91,10377917,102
"4,582",7000000,2938532,7017859,2938532,4079327,7017859,,,,843010,3.49,5097549,192
"4,583",7000000,2344847,2667084,2344847,322237,2667084,,,,63361,2.32,3520532,99
"4,584",7000000,2165637,2165637,2165637,,,,,,807873,2.68,4595579,
"4,585",7000000,2062066,2703821,2062066,641755,2703821,,,,123761,3.29,3822329,
"4,586",7000000,2005142,2852759,2005142,847617,2852759,41106,45094,86200,1050021,1.91,2372710,110
"4,587",7000000,1891936,1891936,1891936,,,,,,963221,1.96,2571882,98
"4,588",7000000,1785645,17023121,1785645,15237476,17023121,,,,119086,7.11,2430362,98
"4,589",7000000,1738692,10765283,1738692,9026591,10765283,,,,24587,11.09,2354654,112
"4,590",7000000,1661464,1661464,1661464,,,,,,87477,3.22,2603273,90
"4,591",7000000,1632000,1933829,1632000,301829,1933829,1613224,30622,1643846,68655,1.96,2163956,100
"4,592",7000000,1508593,1593173,1508593,84580,1593173,1128264,987995,2116259,514286,2.93,1775391,99
"4,593",7000000,1429299,1429453,1429299,154,1429453,1695494,,1695494,366909,3.9,2054377,105
"4,594",7000000,1418682,17570654,1418682,16151972,17570654,70206,,70206,60132,5.01,1678737,111
"4,595",7000000,1246141,1246141,1246141,,,,115278,115278,,,4264568,100
"4,596",7000000,1110509,6537179,1110509,5426670,6537179,,,,43040,8.97,1517263,125
"4,597",7000000,1000000,1000000,1000000,,,,,,,,4834075,
"4,598",7000000,659000,98754000,659000,98095000,98754000,,,,24792,20.11,1607244,107
"4,599",7000000,546201,1732228,546201,1186027,1732228,,,,37983,4.08,698458,103
"4,600",7000000,523511,1857458,523511,1333947,1857458,,90963,90963,29276,3.62,690750,93
"4,601",7000000,453377,492108,453377,38731,492108,,,,18861,6.29,619440,108
"4,602",7000000,382946,382946,382946,,,,,,126046,3.04,520566,109
"4,603",7000000,306715,306715,306715,,,,,,181233,1.69,704980,
"4,604",7000000,254683,719699,254683,465016,719699,,,,26285,7.03,455293,103
"4,605",7000000,234750,463039,234750,228289,463039,,,,55304,4.24,386344,
"4,606",7000000,196067,531222,196067,335155,531222,,,,21956,8.93,350512,96
"4,607",7000000,46488,46488,46488,,,,,,16469,2.82,63516,108
"4,608",7000000,31443,41038,31443,9595,41038,151413,82358,233771,,,40199,170
"4,609",7000000,30471,411874,30471,381403,411874,,,,19930,1.53,60939,130
"4,610",7000000,1996,1270342,1996,1268346,1270342,,,,1589,1.26,2037,89
"4,611",7000000,310,582849,310,582539,582849,,,,24,12.92,377,101
"4,612",7000000,0,15193977,,15193977,15193977,,,,,,,
"4,613",7000000,0,10338919,,10338919,10338919,,,,,,,95
"4,614",7000000,0,6739989,,6739989,6739989,,,,,,,145
"4,615",7000000,0,2053330,,2053330,2053330,12065,16284,28349,,,,92
"4,616",7000000,0,1545121,,1545121,1545121,,,,,,,86
"4,617",7000000,0,386744,,386744,386744,1110479,359004,1469483,,,,94
"4,618",7000000,0,0,,,,93624798,,93624798,,,,
"4,619",7000000,0,0,,,,,,,,,,
"4,620",7000000,0,0,,,,9777379,,9777379,,,,
"4,621",7000000,0,0,,,,140494,,140494,,,,
"4,622",6900000,41410568,41410568,41410568,,,,,,9119111,4.54,125748139,115
"4,623",6900000,31611916,44103982,31611916,12492066,44103982,8605452,2055138,10660590,12287234,2.57,42811110,101
"4,624",6900000,8264399,8272370,8264399,7971,8272370,,,,,,8795111,102
"4,625",6840000,0,22273,,22273,22273,,,,,,,
"4,626",6800000,6857096,16017448,6857096,9160352,16017448,,,,,34.45,9321498,130
"4,627",6800000,927107,927107,927107,,,,,,42919,8.09,1849837,
"4,628",6800000,49526,49526,49526,,,,,,28548,1.73,83286,
"4,629",6800000,25032,9533964,25032,9508932,9533964,,,,10696,2.34,43443,101
"4,630",6750000,113568,6812530,113568,6698962,6812530,,,,23527,3.83,155157,82
"4,631",6713933,0,0,,,,,,,,,,110
"4,632",6700000,223878,223878,223878,,,,,,15378,9.66,388630,
"4,633",6600000,828,828,828,,,,,,828,1,1121,
"4,634",6537890,8744,14319195,8744,14310451,14319195,,,,3604,2.43,13119,
"4,635",6500000,84273813,256857527,84273813,172583714,256857527,6561803,4407502,10969305,37134255,2.27,111196045,98
"4,636",6500000,65281781,70712099,65281781,5430318,70712099,18404667,,18404667,31117834,2.1,98013593,75
"4,637",6500000,56190094,56215095,56190094,25001,56215095,,,,10023462,5.61,143878666,112
"4,638",6500000,54215416,54215416,54215416,,,,,,5651990,9.59,149473701,108
"4,639",6500000,42488161,42488161,42488161,,,,,,4128525,9.76,164756249,107
"4,640",6500000,31899000,31899000,31899000,,,,1120423,1120423,,,127833164,104
"4,641",6500000,25621766,42176201,25621766,16554435,42176201,,,,8865082,2.89,30153105,90
"4,642",6500000,24103594,24103594,24103594,,,,,,5033029,4.79,62762497,
"4,643",6500000,21885107,61294644,21885107,39409537,61294644,5965063,3961687,9926750,8885899,2.46,26301163,99
"4,644",6500000,16875273,28383441,16875273,11508168,28383441,,,,4706795,3.59,35810125,
"4,645",6500000,13368437,18110152,13368437,4741715,18110152,8178180,,8178180,589332,4.21,22001786,88
"4,646",6500000,12376563,12376647,12376563,84,12376647,,292967,292967,,,,131
"4,647",6500000,10155691,10155691,10155691,,,,,,4717902,2.15,21550848,91
"4,648",6500000,6423605,6468664,6423605,45059,6468664,,,,2591985,2.48,7719235,120
"4,649",6500000,6173485,6568446,6173485,394961,6568446,,,,22070,17.5,11036510,141
"4,650",6500000,4002293,20412841,4002293,16410548,20412841,,1419726,1419726,349519,11.45,5430253,99
"4,651",6500000,2339957,11745931,2339957,9405974,11745931,,,,81706,6.77,3935207,
